SAMPLE_NUMBER,SAMPLED_DATE,SAMPLE_NAME,SAMPLING_POINT_DESCRIPTION,SITE,FACILITY,SAMPLE_TESTING_LOCATION,ANALYSIS,ANALYSIS_DESCRIPTION,ANALYTE,ANALYTE_REPORTED_NAME,FORMATTED_ENTRY,UNITS
809629,12/22/2020 8:39,PL-MAR-MLOWM,Marston WTP MLOW Mid,Marston WTP MLOW Mid,Marston WTP,EATON_M,6040D,Taste & Odor compounds by SPME,MIB,2-methylisoborneol (MIB),<5,ng/L
809629,12/22/2020 8:39,PL-MAR-MLOWM,Marston WTP MLOW Mid,Marston WTP MLOW Mid,Marston WTP,EATON_M,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",MIB,2-methylisoborneol (MIB),<2,ng/L
809629,12/22/2020 8:39,PL-MAR-MLOWM,Marston WTP MLOW Mid,Marston WTP MLOW Mid,Marston WTP,EATON_M,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",Geosmin,Geosmin,<2,ng/L
809603,12/22/2020 8:40,PL-MAR-INF,"Marston raw, 90 inch. Effective 7/1/2018 site used for plant process control sampling rather than compliance sampling. New compliance site is PL-MAR-INF2.","Marston raw, 90 inch",Marston WTP,EATON_M,6040D,Taste & Odor compounds by SPME,Geosmin,Geosmin,<3,ng/L
809603,12/22/2020 8:40,PL-MAR-INF,"Marston raw, 90 inch. Effective 7/1/2018 site used for plant process control sampling rather than compliance sampling. New compliance site is PL-MAR-INF2.","Marston raw, 90 inch",Marston WTP,EATON_M,6040D,Taste & Odor compounds by SPME,MIB,2-methylisoborneol (MIB),<5,ng/L
809603,12/22/2020 8:40,PL-MAR-INF,"Marston raw, 90 inch. Effective 7/1/2018 site used for plant process control sampling rather than compliance sampling. New compliance site is PL-MAR-INF2.","Marston raw, 90 inch",Marston WTP,EATON_M,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",MIB,2-methylisoborneol (MIB),<2,ng/L
809603,12/22/2020 8:40,PL-MAR-INF,"Marston raw, 90 inch. Effective 7/1/2018 site used for plant process control sampling rather than compliance sampling. New compliance site is PL-MAR-INF2.","Marston raw, 90 inch",Marston WTP,EATON_M,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",Geosmin,Geosmin,<2,ng/L
808048,12/22/2020 10:28,PL-FTH-EFF,Foothills Plant Effluent,6730 N. Rampart Range Rd.,Foothills WTP,EATON_M,6040D,Taste & Odor compounds by SPME,Geosmin,Geosmin,<3,ng/L
808048,12/22/2020 10:28,PL-FTH-EFF,Foothills Plant Effluent,6730 N. Rampart Range Rd.,Foothills WTP,EATON_M,6040D,Taste & Odor compounds by SPME,MIB,2-methylisoborneol (MIB),<5,ng/L
808050,12/22/2020 10:55,PL-FTH-INF,Foothills Plant raw water. Effective 7/1/2018 site used for routine monitoring and plant process control sampling. New compliance site is PL-FTH-HW.,6730 N. Rampart Range Rd.,Foothills WTP,EATON_M,6040D,Taste & Odor compounds by SPME,Geosmin,Geosmin,<3,ng/L
808050,12/22/2020 10:55,PL-FTH-INF,Foothills Plant raw water. Effective 7/1/2018 site used for routine monitoring and plant process control sampling. New compliance site is PL-FTH-HW.,6730 N. Rampart Range Rd.,Foothills WTP,EATON_M,6040D,Taste & Odor compounds by SPME,MIB,2-methylisoborneol (MIB),<5,ng/L
809626,12/29/2020 8:14,WS-LP-021,Conduit #20 at Marston Forebay Influent,Conduit #20 at Marston Forebay Influent,Marston Forebay,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",MIB,2-methylisoborneol (MIB),<2,ng/L
809626,12/29/2020 8:14,WS-LP-021,Conduit #20 at Marston Forebay Influent,Conduit #20 at Marston Forebay Influent,Marston Forebay,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",Geosmin,Geosmin,<2,ng/L
809622,12/29/2020 8:33,PL-MAR-EFF,Marston Effluent Finished Water,6100 W Quincy Ave,Marston WTP,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",MIB,2-methylisoborneol (MIB),<2,ng/L
809622,12/29/2020 8:33,PL-MAR-EFF,Marston Effluent Finished Water,6100 W Quincy Ave,Marston WTP,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",Geosmin,Geosmin,<2,ng/L
809605,12/29/2020 8:50,PL-MAR-INF,"Marston raw, 90 inch. Effective 7/1/2018 site used for plant process control sampling rather than compliance sampling. New compliance site is PL-MAR-INF2.","Marston raw, 90 inch",Marston WTP,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",MIB,2-methylisoborneol (MIB),<2,ng/L
809605,12/29/2020 8:50,PL-MAR-INF,"Marston raw, 90 inch. Effective 7/1/2018 site used for plant process control sampling rather than compliance sampling. New compliance site is PL-MAR-INF2.","Marston raw, 90 inch",Marston WTP,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",Geosmin,Geosmin,<2,ng/L
809630,12/29/2020 8:52,PL-MAR-MLOWM,Marston WTP MLOW Mid,Marston WTP MLOW Mid,Marston WTP,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",MIB,2-methylisoborneol (MIB),<2,ng/L
809630,12/29/2020 8:52,PL-MAR-MLOWM,Marston WTP MLOW Mid,Marston WTP MLOW Mid,Marston WTP,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",Geosmin,Geosmin,<2,ng/L
825582,1/4/2021 9:45,WS-LP-021,Conduit #20 at Marston Forebay Influent,Conduit #20 at Marston Forebay Influent,Marston Forebay,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",Geosmin,Geosmin,<2,ng/L
825586,1/5/2021 8:52,PL-MAR-MLOWM,Marston WTP MLOW Mid,Marston WTP MLOW Mid,Marston WTP,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",Geosmin,Geosmin,<2,ng/L
825558,1/5/2021 8:54,PL-MAR-INF,"Marston raw, 90 inch. Effective 7/1/2018 site used for plant process control sampling rather than compliance sampling. New compliance site is PL-MAR-INF2.","Marston raw, 90 inch",Marston WTP,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",Geosmin,Geosmin,<2,ng/L
825578,1/5/2021 9:12,PL-MAR-EFF,Marston Effluent Finished Water,6100 W Quincy Ave,Marston WTP,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",Geosmin,Geosmin,<2,ng/L
824020,1/5/2021 13:29,PL-FTH-EFF,Foothills Plant Effluent,6730 N. Rampart Range Rd.,Foothills WTP,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",Geosmin,Geosmin,<2,ng/L
824022,1/5/2021 14:04,PL-FTH-INF,Foothills Plant raw water. Effective 7/1/2018 site used for routine monitoring and plant process control sampling. New compliance site is PL-FTH-HW.,6730 N. Rampart Range Rd.,Foothills WTP,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",Geosmin,Geosmin,<2,ng/L
825579,1/12/2021 8:00,PL-MAR-EFF,Marston Effluent Finished Water,6100 W Quincy Ave,Marston WTP,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",MIB,2-methylisoborneol (MIB),<2,ng/L
825579,1/12/2021 8:00,PL-MAR-EFF,Marston Effluent Finished Water,6100 W Quincy Ave,Marston WTP,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",Geosmin,Geosmin,<2,ng/L
825560,1/12/2021 8:00,PL-MAR-INF,"Marston raw, 90 inch. Effective 7/1/2018 site used for plant process control sampling rather than compliance sampling. New compliance site is PL-MAR-INF2.","Marston raw, 90 inch",Marston WTP,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",MIB,2-methylisoborneol (MIB),<2,ng/L
825560,1/12/2021 8:00,PL-MAR-INF,"Marston raw, 90 inch. Effective 7/1/2018 site used for plant process control sampling rather than compliance sampling. New compliance site is PL-MAR-INF2.","Marston raw, 90 inch",Marston WTP,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",Geosmin,Geosmin,<2,ng/L
825587,1/12/2021 8:00,PL-MAR-MLOWM,Marston WTP MLOW Mid,Marston WTP MLOW Mid,Marston WTP,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",MIB,2-methylisoborneol (MIB),<2,ng/L
825587,1/12/2021 8:00,PL-MAR-MLOWM,Marston WTP MLOW Mid,Marston WTP MLOW Mid,Marston WTP,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",Geosmin,Geosmin,<2,ng/L
825583,1/12/2021 8:20,WS-LP-021,Conduit #20 at Marston Forebay Influent,Conduit #20 at Marston Forebay Influent,Marston Forebay,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",MIB,2-methylisoborneol (MIB),<2,ng/L
825583,1/12/2021 8:20,WS-LP-021,Conduit #20 at Marston Forebay Influent,Conduit #20 at Marston Forebay Influent,Marston Forebay,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",Geosmin,Geosmin,2,ng/L
825585,1/26/2021 7:15,WS-LP-021,Conduit #20 at Marston Forebay Influent,Conduit #20 at Marston Forebay Influent,Marston Forebay,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",MIB,2-methylisoborneol (MIB),<2,ng/L
825585,1/26/2021 7:15,WS-LP-021,Conduit #20 at Marston Forebay Influent,Conduit #20 at Marston Forebay Influent,Marston Forebay,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",Geosmin,Geosmin,6,ng/L
825589,1/26/2021 7:35,PL-MAR-MLOWM,Marston WTP MLOW Mid,Marston WTP MLOW Mid,Marston WTP,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",MIB,2-methylisoborneol (MIB),<2,ng/L
825589,1/26/2021 7:35,PL-MAR-MLOWM,Marston WTP MLOW Mid,Marston WTP MLOW Mid,Marston WTP,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",Geosmin,Geosmin,<2,ng/L
825564,1/26/2021 7:36,PL-MAR-INF,"Marston raw, 90 inch. Effective 7/1/2018 site used for plant process control sampling rather than compliance sampling. New compliance site is PL-MAR-INF2.","Marston raw, 90 inch",Marston WTP,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",MIB,2-methylisoborneol (MIB),<2,ng/L
825564,1/26/2021 7:36,PL-MAR-INF,"Marston raw, 90 inch. Effective 7/1/2018 site used for plant process control sampling rather than compliance sampling. New compliance site is PL-MAR-INF2.","Marston raw, 90 inch",Marston WTP,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",Geosmin,Geosmin,<2,ng/L
825581,1/26/2021 7:38,PL-MAR-EFF,Marston Effluent Finished Water,6100 W Quincy Ave,Marston WTP,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",MIB,2-methylisoborneol (MIB),<2,ng/L
825581,1/26/2021 7:38,PL-MAR-EFF,Marston Effluent Finished Water,6100 W Quincy Ave,Marston WTP,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",Geosmin,Geosmin,<2,ng/L
824023,1/26/2021 10:43,PL-FTH-INF,Foothills Plant raw water. Effective 7/1/2018 site used for routine monitoring and plant process control sampling. New compliance site is PL-FTH-HW.,6730 N. Rampart Range Rd.,Foothills WTP,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",MIB,2-methylisoborneol (MIB),<2,ng/L
824023,1/26/2021 10:43,PL-FTH-INF,Foothills Plant raw water. Effective 7/1/2018 site used for routine monitoring and plant process control sampling. New compliance site is PL-FTH-HW.,6730 N. Rampart Range Rd.,Foothills WTP,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",Geosmin,Geosmin,<2,ng/L
824021,1/26/2021 11:04,PL-FTH-EFF,Foothills Plant Effluent,6730 N. Rampart Range Rd.,Foothills WTP,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",MIB,2-methylisoborneol (MIB),<2,ng/L
824021,1/26/2021 11:04,PL-FTH-EFF,Foothills Plant Effluent,6730 N. Rampart Range Rd.,Foothills WTP,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",Geosmin,Geosmin,<2,ng/L
854390,1/29/2021 8:00,WS-LP-021,Conduit #20 at Marston Forebay Influent,Conduit #20 at Marston Forebay Influent,Marston Forebay,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",MIB,2-methylisoborneol (MIB),<2,ng/L
854390,1/29/2021 8:00,WS-LP-021,Conduit #20 at Marston Forebay Influent,Conduit #20 at Marston Forebay Influent,Marston Forebay,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",Geosmin,Geosmin,5,ng/L
854396,1/29/2021 8:15,PL-MAR-MLOWM,Marston WTP MLOW Mid,Marston WTP MLOW Mid,Marston WTP,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",MIB,2-methylisoborneol (MIB),<2,ng/L
854396,1/29/2021 8:15,PL-MAR-MLOWM,Marston WTP MLOW Mid,Marston WTP MLOW Mid,Marston WTP,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",Geosmin,Geosmin,<2,ng/L
854394,1/29/2021 8:16,PL-MAR-EFF,Marston Effluent Finished Water,6100 W Quincy Ave,Marston WTP,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",MIB,2-methylisoborneol (MIB),<2,ng/L
854394,1/29/2021 8:16,PL-MAR-EFF,Marston Effluent Finished Water,6100 W Quincy Ave,Marston WTP,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",Geosmin,Geosmin,<2,ng/L
854392,1/29/2021 8:17,PL-MAR-INF,"Marston raw, 90 inch. Effective 7/1/2018 site used for plant process control sampling rather than compliance sampling. New compliance site is PL-MAR-INF2.","Marston raw, 90 inch",Marston WTP,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",MIB,2-methylisoborneol (MIB),<2,ng/L
854392,1/29/2021 8:17,PL-MAR-INF,"Marston raw, 90 inch. Effective 7/1/2018 site used for plant process control sampling rather than compliance sampling. New compliance site is PL-MAR-INF2.","Marston raw, 90 inch",Marston WTP,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",Geosmin,Geosmin,<2,ng/L
841400,2/2/2021 7:21,WS-LP-021,Conduit #20 at Marston Forebay Influent,Conduit #20 at Marston Forebay Influent,Marston Forebay,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",MIB,2-methylisoborneol (MIB),<2,ng/L
841400,2/2/2021 7:21,WS-LP-021,Conduit #20 at Marston Forebay Influent,Conduit #20 at Marston Forebay Influent,Marston Forebay,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",Geosmin,Geosmin,4,ng/L
841376,2/2/2021 7:39,PL-MAR-INF,"Marston raw, 90 inch. Effective 7/1/2018 site used for plant process control sampling rather than compliance sampling. New compliance site is PL-MAR-INF2.","Marston raw, 90 inch",Marston WTP,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",MIB,2-methylisoborneol (MIB),<2,ng/L
841376,2/2/2021 7:39,PL-MAR-INF,"Marston raw, 90 inch. Effective 7/1/2018 site used for plant process control sampling rather than compliance sampling. New compliance site is PL-MAR-INF2.","Marston raw, 90 inch",Marston WTP,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",Geosmin,Geosmin,<2,ng/L
841396,2/2/2021 7:40,PL-MAR-EFF,Marston Effluent Finished Water,6100 W Quincy Ave,Marston WTP,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",MIB,2-methylisoborneol (MIB),<2,ng/L
841396,2/2/2021 7:40,PL-MAR-EFF,Marston Effluent Finished Water,6100 W Quincy Ave,Marston WTP,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",Geosmin,Geosmin,<2,ng/L
841404,2/2/2021 7:42,PL-MAR-MLOWM,Marston WTP MLOW Mid,Marston WTP MLOW Mid,Marston WTP,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",MIB,2-methylisoborneol (MIB),<2,ng/L
841404,2/2/2021 7:42,PL-MAR-MLOWM,Marston WTP MLOW Mid,Marston WTP MLOW Mid,Marston WTP,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",Geosmin,Geosmin,<2,ng/L
841401,2/9/2021 7:32,WS-LP-021,Conduit #20 at Marston Forebay Influent,Conduit #20 at Marston Forebay Influent,Marston Forebay,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",MIB,2-methylisoborneol (MIB),<2,ng/L
841401,2/9/2021 7:32,WS-LP-021,Conduit #20 at Marston Forebay Influent,Conduit #20 at Marston Forebay Influent,Marston Forebay,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",Geosmin,Geosmin,4,ng/L
841405,2/9/2021 8:23,PL-MAR-MLOWM,Marston WTP MLOW Mid,Marston WTP MLOW Mid,Marston WTP,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",MIB,2-methylisoborneol (MIB),<2,ng/L
841405,2/9/2021 8:23,PL-MAR-MLOWM,Marston WTP MLOW Mid,Marston WTP MLOW Mid,Marston WTP,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",Geosmin,Geosmin,<2,ng/L
841397,2/9/2021 8:28,PL-MAR-EFF,Marston Effluent Finished Water,6100 W Quincy Ave,Marston WTP,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",MIB,2-methylisoborneol (MIB),<2,ng/L
841397,2/9/2021 8:28,PL-MAR-EFF,Marston Effluent Finished Water,6100 W Quincy Ave,Marston WTP,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",Geosmin,Geosmin,<2,ng/L
841378,2/9/2021 8:46,PL-MAR-INF,"Marston raw, 90 inch. Effective 7/1/2018 site used for plant process control sampling rather than compliance sampling. New compliance site is PL-MAR-INF2.","Marston raw, 90 inch",Marston WTP,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",MIB,2-methylisoborneol (MIB),<2,ng/L
841378,2/9/2021 8:46,PL-MAR-INF,"Marston raw, 90 inch. Effective 7/1/2018 site used for plant process control sampling rather than compliance sampling. New compliance site is PL-MAR-INF2.","Marston raw, 90 inch",Marston WTP,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",Geosmin,Geosmin,<2,ng/L
839843,2/9/2021 10:39,PL-FTH-INF,Foothills Plant raw water. Effective 7/1/2018 site used for routine monitoring and plant process control sampling. New compliance site is PL-FTH-HW.,6730 N. Rampart Range Rd.,Foothills WTP,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",MIB,2-methylisoborneol (MIB),<2,ng/L
839843,2/9/2021 10:39,PL-FTH-INF,Foothills Plant raw water. Effective 7/1/2018 site used for routine monitoring and plant process control sampling. New compliance site is PL-FTH-HW.,6730 N. Rampart Range Rd.,Foothills WTP,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",Geosmin,Geosmin,<2,ng/L
839841,2/9/2021 11:22,PL-FTH-EFF,Foothills Plant Effluent,6730 N. Rampart Range Rd.,Foothills WTP,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",MIB,2-methylisoborneol (MIB),<2,ng/L
839841,2/9/2021 11:22,PL-FTH-EFF,Foothills Plant Effluent,6730 N. Rampart Range Rd.,Foothills WTP,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",Geosmin,Geosmin,<2,ng/L
841402,2/16/2021 7:32,WS-LP-021,Conduit #20 at Marston Forebay Influent,Conduit #20 at Marston Forebay Influent,Marston Forebay,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",MIB,2-methylisoborneol (MIB),<2,ng/L
841402,2/16/2021 7:32,WS-LP-021,Conduit #20 at Marston Forebay Influent,Conduit #20 at Marston Forebay Influent,Marston Forebay,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",Geosmin,Geosmin,<2,ng/L
841406,2/16/2021 7:54,PL-MAR-MLOWM,Marston WTP MLOW Mid,Marston WTP MLOW Mid,Marston WTP,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",MIB,2-methylisoborneol (MIB),<2,ng/L
841406,2/16/2021 7:54,PL-MAR-MLOWM,Marston WTP MLOW Mid,Marston WTP MLOW Mid,Marston WTP,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",Geosmin,Geosmin,<2,ng/L
841380,2/16/2021 7:56,PL-MAR-INF,"Marston raw, 90 inch. Effective 7/1/2018 site used for plant process control sampling rather than compliance sampling. New compliance site is PL-MAR-INF2.","Marston raw, 90 inch",Marston WTP,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",MIB,2-methylisoborneol (MIB),<2,ng/L
841380,2/16/2021 7:56,PL-MAR-INF,"Marston raw, 90 inch. Effective 7/1/2018 site used for plant process control sampling rather than compliance sampling. New compliance site is PL-MAR-INF2.","Marston raw, 90 inch",Marston WTP,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",Geosmin,Geosmin,<2,ng/L
841398,2/16/2021 8:00,PL-MAR-EFF,Marston Effluent Finished Water,6100 W Quincy Ave,Marston WTP,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",MIB,2-methylisoborneol (MIB),<2,ng/L
841398,2/16/2021 8:00,PL-MAR-EFF,Marston Effluent Finished Water,6100 W Quincy Ave,Marston WTP,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",Geosmin,Geosmin,<2,ng/L
841403,2/23/2021 7:35,WS-LP-021,Conduit #20 at Marston Forebay Influent,Conduit #20 at Marston Forebay Influent,Marston Forebay,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",MIB,2-methylisoborneol (MIB),<2,ng/L
841403,2/23/2021 7:35,WS-LP-021,Conduit #20 at Marston Forebay Influent,Conduit #20 at Marston Forebay Influent,Marston Forebay,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",Geosmin,Geosmin,3,ng/L
841399,2/23/2021 7:53,PL-MAR-EFF,Marston Effluent Finished Water,6100 W Quincy Ave,Marston WTP,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",MIB,2-methylisoborneol (MIB),<2,ng/L
841399,2/23/2021 7:53,PL-MAR-EFF,Marston Effluent Finished Water,6100 W Quincy Ave,Marston WTP,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",Geosmin,Geosmin,<2,ng/L
841407,2/23/2021 8:16,PL-MAR-MLOWM,Marston WTP MLOW Mid,Marston WTP MLOW Mid,Marston WTP,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",MIB,2-methylisoborneol (MIB),<2,ng/L
841407,2/23/2021 8:16,PL-MAR-MLOWM,Marston WTP MLOW Mid,Marston WTP MLOW Mid,Marston WTP,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",Geosmin,Geosmin,<2,ng/L
841382,2/23/2021 8:19,PL-MAR-INF,"Marston raw, 90 inch. Effective 7/1/2018 site used for plant process control sampling rather than compliance sampling. New compliance site is PL-MAR-INF2.","Marston raw, 90 inch",Marston WTP,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",MIB,2-methylisoborneol (MIB),<2,ng/L
841382,2/23/2021 8:19,PL-MAR-INF,"Marston raw, 90 inch. Effective 7/1/2018 site used for plant process control sampling rather than compliance sampling. New compliance site is PL-MAR-INF2.","Marston raw, 90 inch",Marston WTP,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",Geosmin,Geosmin,<2,ng/L
839842,2/23/2021 10:19,PL-FTH-EFF,Foothills Plant Effluent,6730 N. Rampart Range Rd.,Foothills WTP,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",MIB,2-methylisoborneol (MIB),<2,ng/L
839842,2/23/2021 10:19,PL-FTH-EFF,Foothills Plant Effluent,6730 N. Rampart Range Rd.,Foothills WTP,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",Geosmin,Geosmin,<2,ng/L
839844,2/23/2021 10:33,PL-FTH-INF,Foothills Plant raw water. Effective 7/1/2018 site used for routine monitoring and plant process control sampling. New compliance site is PL-FTH-HW.,6730 N. Rampart Range Rd.,Foothills WTP,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",MIB,2-methylisoborneol (MIB),<2,ng/L
839844,2/23/2021 10:33,PL-FTH-INF,Foothills Plant raw water. Effective 7/1/2018 site used for routine monitoring and plant process control sampling. New compliance site is PL-FTH-HW.,6730 N. Rampart Range Rd.,Foothills WTP,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",Geosmin,Geosmin,<2,ng/L
839840,2/23/2021 12:18,PL-MOF-INF2,Moffat Plant raw water. Effective 7/1/2018 site used for compliance sampling. Compliance data before 7/1/2018 is available on site PL-MOF-INF.,Moffat Plant raw water,Moffat WTP,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",MIB,2-methylisoborneol (MIB),<2,ng/L
839840,2/23/2021 12:18,PL-MOF-INF2,Moffat Plant raw water. Effective 7/1/2018 site used for compliance sampling. Compliance data before 7/1/2018 is available on site PL-MOF-INF.,Moffat Plant raw water,Moffat WTP,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",Geosmin,Geosmin,<2,ng/L
839838,2/23/2021 12:40,PL-MOF-EFF,10901 W. 20th Ave.,Moffat SP5 Finished Water,Moffat WTP,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",MIB,2-methylisoborneol (MIB),<2,ng/L
839838,2/23/2021 12:40,PL-MOF-EFF,10901 W. 20th Ave.,Moffat SP5 Finished Water,Moffat WTP,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",Geosmin,Geosmin,<2,ng/L
856899,3/2/2021 7:01,PL-MAR-EFF,Marston Effluent Finished Water,6100 W Quincy Ave,Marston WTP,EATON_M,6040D,Taste & Odor compounds by SPME,Geosmin,Geosmin,<3,ng/L
856899,3/2/2021 7:01,PL-MAR-EFF,Marston Effluent Finished Water,6100 W Quincy Ave,Marston WTP,EATON_M,6040D,Taste & Odor compounds by SPME,MIB,2-methylisoborneol (MIB),<5,ng/L
856874,3/2/2021 7:25,PL-MAR-INF,"Marston raw, 90 inch. Effective 7/1/2018 site used for plant process control sampling rather than compliance sampling. New compliance site is PL-MAR-INF2.","Marston raw, 90 inch",Marston WTP,EATON_M,6040D,Taste & Odor compounds by SPME,Geosmin,Geosmin,<3,ng/L
